,0,1
0,0.5003392100334167,0.49966081976890564
1,0.5025206804275513,0.4974793493747711
2,0.5006676316261292,0.49933233857154846
3,0.5009009838104248,0.4990990459918976
4,0.5030634999275208,0.49693650007247925
5,0.4994392991065979,0.5005607604980469
6,0.5027163624763489,0.49728360772132874
7,0.5047034621238708,0.49529653787612915
8,0.5041327476501465,0.4958672523498535
9,0.502698540687561,0.49730148911476135
10,0.4999890923500061,0.5000109672546387
11,0.5014431476593018,0.498556911945343
12,0.4987470805644989,0.5012529492378235
13,0.5005174279212952,0.49948257207870483
14,0.500166654586792,0.4998333156108856
15,0.49889233708381653,0.5011076331138611
16,0.4984533488750458,0.5015466213226318
17,0.5034845471382141,0.4965154826641083
18,0.5050366520881653,0.4949633777141571
19,0.5002733469009399,0.4997267425060272
20,0.4999344050884247,0.5000656247138977
21,0.5029698014259338,0.4970301687717438
22,0.4989111125469208,0.5010888576507568
23,0.5003211498260498,0.49967876076698303
24,0.4998300075531006,0.5001699328422546
25,0.5010319352149963,0.49896806478500366
26,0.50302654504776,0.49697354435920715
27,0.500758707523346,0.49924126267433167
28,0.49995890259742737,0.500041127204895
29,0.5037723183631897,0.4962277114391327
30,0.5025739669799805,0.49742603302001953
31,0.5002104043960571,0.49978959560394287
32,0.5031374096870422,0.49686259031295776
33,0.5007880926132202,0.49921196699142456
34,0.5027376413345337,0.4972623288631439
35,0.4992208480834961,0.5007791519165039
36,0.5004889369010925,0.49951112270355225
37,0.49965164065361023,0.5003483891487122
38,0.5001395344734192,0.4998604655265808
39,0.496442973613739,0.503557026386261
40,0.5029798150062561,0.4970202147960663
41,0.5043714642524719,0.4956285357475281
42,0.5005200505256653,0.49947991967201233
43,0.5032836198806763,0.49671635031700134
44,0.5002365112304688,0.49976351857185364
45,0.5027016997337341,0.49729838967323303
46,0.5048075318336487,0.4951924979686737
47,0.5011545419692993,0.49884551763534546
48,0.5014418959617615,0.4985581338405609
49,0.5043071508407593,0.4956928789615631
50,0.504210352897644,0.49578967690467834
51,0.50312340259552,0.49687659740448
52,0.503136396408081,0.49686363339424133
53,0.4999358654022217,0.5000641345977783
54,0.5004690885543823,0.4995308220386505
55,0.5012124180793762,0.49878761172294617
56,0.5031420588493347,0.49685797095298767
57,0.5006860494613647,0.49931395053863525
58,0.49992093443870544,0.5000790953636169
59,0.5004053711891174,0.49959462881088257
60,0.5002768039703369,0.4997232258319855
61,0.5031719207763672,0.4968280792236328
62,0.4996899962425232,0.5003100037574768
63,0.5040518641471863,0.49594810605049133
64,0.5028514266014099,0.4971485733985901
65,0.5029270648956299,0.4970729351043701
66,0.4998569190502167,0.5001430511474609
67,0.5000455975532532,0.49995437264442444
68,0.5038767457008362,0.49612319469451904
69,0.49958232045173645,0.5004177093505859
70,0.500583827495575,0.4994161128997803
71,0.5003688931465149,0.4996311068534851
72,0.5060054063796997,0.4939945638179779
73,0.502837061882019,0.49716293811798096
74,0.500778317451477,0.49922171235084534
75,0.4997764229774475,0.5002236366271973
76,0.5040850639343262,0.49591487646102905
77,0.5036725401878357,0.4963274896144867
78,0.5005362033843994,0.4994637966156006
79,0.49837157130241394,0.5016284584999084
80,0.5008283853530884,0.4991716146469116
81,0.5005477666854858,0.49945223331451416
82,0.5018835067749023,0.4981165826320648
83,0.5003650784492493,0.49963486194610596
84,0.4999412000179291,0.5000588297843933
85,0.5031314492225647,0.4968685805797577
86,0.5024147033691406,0.497585266828537
87,0.502993643283844,0.497006356716156
88,0.49844327569007874,0.5015566945075989
89,0.5009146332740784,0.4990854263305664
90,0.4979361593723297,0.5020638108253479
91,0.49979010224342346,0.5002098083496094
92,0.5008383393287659,0.4991616904735565
93,0.5015432238578796,0.49845677614212036
94,0.5008731484413147,0.4991268515586853
95,0.4999960660934448,0.5000039339065552
96,0.5037765502929688,0.49622347950935364
97,0.5028747320175171,0.4971253275871277
98,0.5038461685180664,0.496153861284256
99,0.5003509521484375,0.4996490180492401
100,0.5036043524742126,0.49639567732810974
101,0.5023930072784424,0.49760702252388
102,0.49955418705940247,0.5004458427429199
103,0.5055462718009949,0.4944537281990051
104,0.49966469407081604,0.5003352761268616
105,0.5036457180976868,0.49635428190231323
106,0.49876144528388977,0.5012385249137878
107,0.5004434585571289,0.4995565712451935
108,0.5024937987327576,0.49750620126724243
